k	 lamda				x
1	0.355040	[1.0, 0.72524563446535328, 0.86461938065004262, 0.95116083940608087, 0.79075596721717378]
2	0.349880	[-1.0, -0.65541199425028418, -0.82463630516183939, -0.9228513459049944, -0.72402032649395265]
3	0.345741	[1.0, 0.61000971305169449, 0.79718680410635667, 0.8969716683491531, 0.67465024240578764]
4	0.342496	[-1.0, -0.5805607747465964, -0.77887262463732232, -0.87459387305998249, -0.63834888536390411]
5	0.339995	[1.0, 0.56161336319082367, 0.76710458919258429, 0.85592504507486011, 0.61186322289435491]
6	0.338095	[-1.0, -0.5496001939673234, -0.75994293512571098, -0.84075964030768191, -0.59273103423167117]
7	0.336674	[1.0, 0.54215459405433586, 0.75595033989870586, 0.82870899093000994, 0.57908212671000947]
8	0.335626	[-1.0, -0.53769252340733109, -0.75407376566154871, -0.81932081243211297, -0.56949230765319114]
9	0.334867	[1.0, 0.53515042847616334, 0.75355285852701226, 0.81214240102476387, 0.5628773799921587]
10	0.334327	[-1.0, -0.53381620255947937, -0.75384916747220854, -0.80675362838650944, -0.55841517902232041]
11	0.333951	[1.0, 0.53321725705067757, 0.75459109666068336, 0.80278288036103562, 0.55548684984115337]
12	0.333696	[-1.0, -0.53304471789452024, -0.75553086481984999, -0.79991292797344249, -0.55363149879312001]
13	0.333527	[1.0, 0.53310122937141446, 0.7565108719401592, 0.79788073263875836, 0.55251048084784071]
14	0.333420	[-1.0, -0.53326466959390972, -0.75743761992964354, -0.79647367178516781, -0.55187896466879183]
15	0.333356	[1.0, 0.53346287023163641, 0.75826178046956749, 0.795523831826077, 0.55156324454626737]
16	0.333319	[-1.0, -0.53365608430255607, -0.75896326527492952, -0.7949014902603595, -0.55144273498656127]
17	0.333302	[1.0, 0.53382495953182318, 0.75954032182294029, 0.79450854035889762, 0.55143583748428082]
18	0.333295	[-1.0, -0.53396242669945659, -0.76000180699499653, -0.79427233638761119, -0.55148901028920394]


Y la solucion final es:
EigenValor = 0.333295235146
Eigenvector = [-1.0, -0.53396242669945659, -0.76000180699499653, -0.79427233638761119, -0.55148901028920394]

