k	 lamda				x
1	0.895918	[0.16258542051183289, 0.051252847402763091, 0.065774487373511326, 0.11417995416049671, 0.23156321120788131, 1.0, 0.76644361912057035, 0.12386104798258628, 0.4409168566244846, 0.40279755146529383, 0.56374572886057239, 0.49718821221906395, 0.16561076331598462, 0.33079441963508233, 0.27996867922920604, 0.34168564972205578, 0.42518508038885239, 0.25818621905525913, 0.11417995416049671, 0.10691913395729798]
2	0.757683	[0.45688784589969017, 0.063775056587548354, 0.082940902228269317, 0.10066930974380942, 0.50176786822971897, 0.92360281178562553, 1.0, 0.14229513131386362, 0.69729942824809776, 0.45851162294887143, 0.70939786838208529, 0.5657804664237559, 0.24932440175219253, 0.42117815268585901, 0.51564980097263124, 0.44709197365055681, 0.59191389636946723, 0.30227005093164644, 0.12374818223226983, 0.10647230147440903]
3	1.236103	[0.27765595936082621, 0.051334171726163197, 0.06595236935416654, 0.079851116529131766, 0.29765013116927075, 0.73897908604080287, 1.0, 0.1399801625277097, 0.49284081655306955, 0.38388708073700328, 0.54429120414695031, 0.466687746814892, 0.19614467908359609, 0.33450819270513998, 0.3666273574011063, 0.35877469363786352, 0.46270192527425041, 0.25484746200147662, 0.087941740038289432, 0.07969910749841437]
4	0.900103	[0.30443721743238772, 0.055663275541544613, 0.071822189906846398, 0.086803897764638538, 0.32598147398082128, 1.0, 0.91656367966140828, 0.14221819498779967, 0.57805255673071421, 0.39921528142563939, 0.58583117126782769, 0.4978869857451424, 0.21360746104338946, 0.36257338407383566, 0.41818194392664487, 0.39446739455011054, 0.51479830330162302, 0.27413648579859795, 0.093294672600202078, 0.083345480175034306]
5	0.957268	[0.36979835851617215, 0.057341933359837491, 0.073817213395776002, 0.08922895469923213, 0.39186155445755566, 0.8711986439442474, 1.0, 0.15017241226220351, 0.56571770326340087, 0.41026488624174012, 0.59680898486110978, 0.50710575201373598, 0.21831426308208743, 0.37122015474476533, 0.41182252534240926, 0.40760667031728731, 0.52931551801330112, 0.28589782262127345, 0.094344969724091746, 0.08495539738967775]
6	1.035943	[0.30816121042819961, 0.054202743952236856, 0.069885924436510038, 0.084486568309294546, 0.32908458642808153, 0.87471121247675032, 1.0, 0.13867871134538634, 0.53984990873412242, 0.38352212443041572, 0.55967256044024483, 0.47817485869580756, 0.20649738427976702, 0.34672099332776751, 0.39082855745183082, 0.38864746877465056, 0.50593826107138762, 0.27135667647791351, 0.08905605545478483, 0.080006359234636074]
7	0.923706	[0.34257493756073715, 0.057644030795117748, 0.074269937722888396, 0.089798774323019359, 0.3648215783947969, 0.97785060421215952, 1.0, 0.14755478270668643, 0.56549332812407926, 0.40506196724581639, 0.59121991986059308, 0.50517146574191429, 0.21717149939606673, 0.3675646068140101, 0.41056361074685499, 0.4152799863034457, 0.54013208502123444, 0.29042788758565691, 0.094455219636556426, 0.084960686399313062]
8	1.020972	[0.34276692980509238, 0.055403237180582522, 0.071400231261512334, 0.086319597894005881, 0.36415048812145079, 0.88794360711536424, 1.0, 0.14085593227381912, 0.54169158485556657, 0.38696315767059419, 0.56572913350415721, 0.48231450302385021, 0.2084094240465168, 0.35114375175845375, 0.39263367723792492, 0.40114059060416429, 0.52203706108913428, 0.28024412011919431, 0.090769837822981064, 0.081615831417953158]
9	0.989594	[0.32506578794112645, 0.054973559371759149, 0.07083621253113756, 0.085637754452142389, 0.34627473724459373, 0.91391181597408766, 1.0, 0.13928558092428528, 0.53432613011407137, 0.38224877874488866, 0.55827021287972434, 0.47694758454237307, 0.20577896034786269, 0.34642477010494749, 0.38735101939067129, 0.39952855891772848, 0.51988475689684555, 0.27917236093861131, 0.090025039346402255, 0.080962121195789341]
10	0.965635	[0.34018469375712007, 0.05589770681908638, 0.072027857972908824, 0.087074480883978983, 0.36174584238595575, 0.93614731223632075, 1.0, 0.14113910231323687, 0.54139295598603898, 0.38684766961502326, 0.56557396993291853, 0.48274312277024767, 0.2083678404149045, 0.35105556386230036, 0.39237204348049437, 0.40758256315933317, 0.53045324343913836, 0.28471188287952792, 0.091531144437254325, 0.082312541675718554]
11	1.000233	[0.33589500815243678, 0.054880947295579741, 0.07071494805572083, 0.085485668871828069, 0.35705905674221328, 0.90468329981755524, 1.0, 0.1382406186989745, 0.52949314187869012, 0.37855366378606814, 0.55342515089104649, 0.47226547335718277, 0.20404486931363547, 0.34335873939595518, 0.38362500700207047, 0.40124556831531777, 0.52221998224630972, 0.2802711543843257, 0.089855643074624139, 0.080808740993570952]
12	0.981169	[0.33202494494971407, 0.054930360128919012, 0.070778400894497509, 0.085561028310370782, 0.3532056121090732, 0.92124417421291993, 1.0, 0.13801527087741033, 0.52858411411551298, 0.37773519751662843, 0.5522591245230315, 0.47141717574750414, 0.20365856969151125, 0.34258032261953392, 0.38287662843890025, 0.40253493880046443, 0.52393632516666999, 0.28113355243425897, 0.089933224439652321, 0.080878088159091158]
13	0.979423	[0.33747680793292784, 0.055083116598933023, 0.070973704416376654, 0.085795924696304982, 0.35871364048525584, 0.92294132501346182, 1.0, 0.13815377279912783, 0.52869782284121947, 0.37779507999369499, 0.55248276319024325, 0.47147118521424058, 0.20373868911226303, 0.3427154055791608, 0.38290370837082233, 0.40442636741055615, 0.52641839798096002, 0.28243433684015212, 0.090178472943803614, 0.081099545351814864]
14	0.989597	[0.33468990292087886, 0.054669974240128101, 0.070440919960173418, 0.085150887091638469, 0.35576553474934031, 0.91360535325571512, 1.0, 0.13689235970911964, 0.52365585768720802, 0.3741658555093148, 0.54720798806858484, 0.46694183819310381, 0.20185516763293665, 0.33937400029258052, 0.3791715344647365, 0.40204608941581116, 0.52334251149621724, 0.28074966733540513, 0.089499608602504555, 0.080489134260947448]
15	0.981056	[0.33437690916243767, 0.054734742046915724, 0.070523670710622488, 0.085250212929355931, 0.3554759061125356, 0.92114792630667086, 1.0, 0.13686454618597821, 0.52337019767104731, 0.37391865388341655, 0.54688218634799601, 0.46667882829249341, 0.20175379617114861, 0.33914682863247342, 0.37891697236001665, 0.40307277459685098, 0.52469538122481862, 0.28145016796888328, 0.089603165603584944, 0.080582622081536173]
